text,label
Lekarski pracovnici Dakujem pekne zostanete doma,0
inspiraciou vsetkych,0
imrich mimozemstan pozri,1
de chorych covid,0
nakazil debil nepraj,1
nazory uplne irelevantne,1
dobrovolne ist dat nakazit nejebe,1
aktivny blbec najhorsi pripad spolocnost maly team stat,1
pokusna krajina ludia reagovat kolko dostal,1
frajer,0
uzasny cely komlet,0
plusku nikdy necitala najvacsi odpad medialnom trhu slovensku ohladu,1
koncim pomaly zle dopadnete,1
venujte naplno rodine slovensko odpusti konecne vydychne d,0
proste nedas pokoj svojhlavy sralo,1
chod prec nevracej spekulant,1
tolko casu fb prispievat vyhladavat lichotiace vyhovujuce clanky,0
presne,0
trest neminie p magor,1
opravit ide dobre,0
smeraci hlasisti hrajte,0
sprostosti dezinformacie fasistickeho blazna nedaju citat dement,1
iq,1
keby svetovy problem,0
celonarodnom vydierani pan premier vytiahol uplatky tecie topanok,1
Priklad riadenia situacie,0
GB snazia navzajom doma produkt prijima SMS Postavil hosta,0
Macky klebety Prelozil nespravny prekladatel FB Nazov mesta Nice preklada pekne znamena pekne,0
krasne,0
nagrc mohol kludne ist volit rovno psko proamerickych liberalnych sracov,1
Muz popisuje tyzden testovanim zdravotnicky profesional nikto nebude pocut,0
case krizy statnych zamestnancov vzdy spolahnut,0
Klarke zelam dobre den dna vela zdravia,0
saso zarobene zavres vsetkych doma chvilku netrep dobrovolne silu los dementos,1
dolezite isiel,0
saso cakam chlap obycajny zmrd boh spravodlivy sudca spravodlivo sudeni zhorite pekle,1
pan povedal hlupostou treba bojovat neda vyhrat drzim palce stale vecne strucne veci treba najst sposob pajaca zrusit,0
zrazu zabudlo,0
robi srandu,0
Vyskusajte Basosi dali reklamu,0
vzdy hladaju vymyslaju tzv novinari neochvejni,0
opat verejne klamete,1
chcela velku tekvicu nemam,0
ludia,1
pan minister listoval,0
chudak,1
silatak dala kupit kabelku povie nehanbiteze huba nebolela chvili,1
museli prist totalneho donutenia strachu vyhadzovu prace captava sere hubyvraj nikdy nebude suhlasit,1
zvieraciu kazajku,1
remisova ziadny politik hnida,1
konecne niekto povedal nahlas podnikatelia pravo hromadne zazalovat stat usly zisk state studoval naozaj pravo robert fico vratte diplomy fakt doteraz nevsimlipan fico otvarajte narodu oci,1
zacalo,0
Mudry,0
skvely zmysel humor,0
zena prihlasila odrbali klamari furt placu ludi vlastne nechcu idioti,1
neviem debili volili novodobeho hitleraja,1
teraz sancu ocistit podozreni spoluprace mafiou,0
super pozdravujem oravy casovej tiesni akcia organizovana zmaknute ide dedinke hladko,0
drbala niekto znesie sveta operacie,1
kokot ksef zariadil slobode ludia rozbiju hubu,1
kedy zaklope naka mega kseft testami,1
coskoro dozivotnu karantenu,1
praca boji koronou spociva akurat tyranyzovani naroda natlaky,1
velmi inspirativny clovek,0
fico zalezie kanala,1
todova nehanbi chodit svete,1
ludia neviem nemate robit doma bavte dalej hadajte,0
super,0
prispevky velmi hodnotne,0
napriek vsetkym neprajnikom stale existuje ludskost solidarita jedina cesta,0
ideme,0
pozitivny ist raz inokedy,0
nakoniec suhlasil,0
zdravim kosice kedy programe testovania ist testovat,0
obycajna vydieracka spina,1
nadhera,0
pocit tajtrlik vymysli caka hajzlik zapadu poskriabka usami psika hnus hovado zvolili raz fuuuuuuj,1
prosim vylieceni mesiace imunni,1
urobili dieru sveta plagiatorskou psycho vladou,1
Ludia pana modlia pomohla uverit zdruzenie modli pomoze zdraviu najdolezitejsie vsetkoLudi,0
najdolezitejsie odfotit,0
snazis vziat,0
vraj zmizne oci zmizne mysle,0
verim lekarizdravotnici dostanu rozum zacnu konat hrdi travte cas kruhu rodiny niekde tisickami neznamych,0
presne pravdivo napisane,0
dement jak povedal lidrom bruseli celo plosne testovanie fajn go one time dement,1
super pan matovic bohuzial vyhoviet neda,0
odhad vcera nepovedal mudrosrac,1
velmy vistizne napisane,0
velkych mnozstvach vsetkych fonsosters synonymom pana Premier nesedajte hladisku dojmami,0
skoncil,1
volim zbran stymto poondenim sro caputova nedokazes ziju vnom,1
igor chvilku pojdes karanteny,1
zvedava palicke nosa nenakazim doteraz ok krk vykrutim osobne,1
islo celkom rychlo rodina radi zasebov,0
vraj prezidentka truubi konecna,1
Pan pravdu,0
kvoli nechcem vratit slovensko,1
ide prdele materinej starej pce,1
verime vyborne povedane,0
nechapem fakt ovce napisat ozaj nemate jednu zdravu mozgovu bunku,1
nasom remixe den ide najoblubenejsiu piesen syna dokonca pretazene zadky Fiha,0
remisova blba vrece chrustov,1
UPLNE PAKO POZRI VIDIS HNED,1
nezabudni nadavat ludom hlupak ludia zodpovedni narozdiel,1
nahodou dobre vysledky,0
skutocne vynimocny,0
pozdrav pana kmeta citujem hrate,1
vobec nemusim,1
hlupak zavesil argument,1
nho budi volby dufamludia zrataju otvoria kauzy zacne osto zatvarat teraz vasom nastupea skoncite politickom smetisku uvidime dalej vidi nosa,1
vieme super povedane suhlasim uplne,0
fiha,0
vzadu,0
teraz ukazalo pan fico hlasovani cvarga racej zdrzali hlasovania boja ksefty teple hniezdecka dufajme sato doriesi vyzenu haved otial aneh da vtrnau otestovt,1
mafiani vybavuju ucty vsetcistejednabanda,1
igor matovicty prvom rade zobudit chlapce,1
gratulujem tvladli hrda velmi dakujem,0
pytam savas sebec,1
nezabudni magorovic prvy hlava fasistica dojde kovacik cele rit natrhavat den,1
doverihodna osoba,0
dobre jebe,1
pravda taraniny,1
pan fico debili nerozumeju vravite,1
treba zastavit choru vladu,1
nemate pravnikov pice banda neschopna,1
banda hlupakov,1
myslis prvom rade vzdy sebasvoj prospech zviditelnenie manipulujes informaciami,1
politik urovni,0
Pripravujete zdravotnicki profesionali Euricka cakaju,0
neni grcanie sameho,1
nariadil organizovali ostatny nedobrovolne testovanie niekomu patri vdaka niesi pan premiervdaka patri vsetkym ustretovy hlavne detom patri vdaka zdravotnikovy zlozkam pritomnym vedia prihovorit upokojit pan premier nedokazal vynervacit ludi skoncil,1
Dakujeme,0
dement das lock down daj liecit psychopat zakomplexovany zdravy clovek,1
sokovany,0
igi jebeme,1
velmi inovativny,0
vyborny zmysel estetiku,0
zvysne choroby jebat neexistuju,1
luto,0
pani prezidentka prejavila ochotu zvazit nutnost celoplosneho testovania okrem,0
uplne neschopny nekompetentny,1
nikto nezozerie,1
hlupak naplaka niekto skritizuje somarinu spravil,1
super vela zdravia drzte,0
chybate zadu,0
hanobenie slovenskeho naroda nazval cvargou bielou spodinou,1
skutocne talentovany clovek,0
hasicom zozerie matovic krasny vylet postujte dalej bolodobre,1
pises status anglicky nevies anglicky slovo,1
cesi idu kupovat mil antigenovych testov,0
Predseda vlady poteseny bohatymi narodeninami Bozej milosti,0
kolko dali penazi hmmm,0
hlavne treba ist prikladom nedavali ludom zamienku spochybnovanie prijatych opatreni obrati proti nemoze clen vlady spravat svadbe sposobom dovolene bohovi dovolene volovi ovsem chcem ludia brali vazne,1
nebudte smiesny nerobte hlupakov dost debilnych reci pojebanej papule luhar,1
dame dobre,0
neschopny darmozraci zabit,1
Pan premier uzasny,0
nabehaju jak kokoti isli pomoct sasovi trnavy presne pan premier vyhrazanim fakt chodte riti,1
zmizik d,0
viem idem rychlo kurz,0
Cakame,0
podobnym svedkom mlady policajny dostojnik pomohol zene barlami,0
vladou nepohnete,0
skvele dokonca pocasie zela,0
nepriaznive zamlcat,0
velmi pekne Cifra ist milujem Mac musel hodin mohli urobit zivote,0
matko fakt mentol narod,1
cudujem studovanym ludom titulmi doktoratmi,0
zacni hlavne spravat premier komunikovat statnik,1
nejaki ludia,0
vari voda,1
proste notoricky klamar manipulator,1
Dakujeme predsedu vlady Rano travime hodiny,0
dakujem vykaslal slovenskych volicov volili,0
vyznas odbornik lekar bohaca zavru niekde psychiatrii zbytocne minas kyslik,1
kurva matovic nevyjadruj daj pokoj ludom,1
buran,1
pracujuci ludia obavy,0
Skvely potlesk,0
otestujem dobrovolne uvidime vysledky,0
odhad vcera nepovedal mudrosrac,1
pripajam,0
zacinaju isti,0
kolku hodinu rano dat budik,0
neni zastanca smeru,0
raz slubil,0
nepokazil dost spravte hovorte sasovi,1
matovic laska zije vela vela roky dakujeme pan prezident zachrana lubime,0
krasa,0
viete pokracovat hrate celoplosne testovanie vnimam skusku kolky branit vedeli pritvrdit dat zaockovat,1
ustipacny jesitny kokot ospravedlni hned neguje vymyslenymi bludmi,1
jasne charakterizoval banda neschpakov,1
dakujeme,0
hovnom splachni,1
dokonceny,0
nezastaviaprotizakonnost protiustavnost vec nanajvys aktualna,0
myslel vacsi chuj nebudesale pokazil tosikazdym dnom,1
provokater,1
ostrazity kkt,1
ojebat zdravotnikov,1
stretneme testovacom stredisku odstupom d,0
pekny,0
,0
odvolat vladu,1
prispevky uplne zbytocne,1
vpozadi vymazane,0
chvala panu bohu velmi fandila dalej fandim,0
fakt uroven raz niekto hovori premier robi hanbu slovensku ukazka retardovanej casti naroda,1
krasne meniny,0
vyrocie ix onedlho hadam narod spoji neskoncime vdaka igorovy hnoji gogo,1
super manzel hodinky synom hned nakolko rizikovy pacient pan policajt vzal hned predu dakujeme robime vsetkych zdravie jedno,0
pravda cirkusant,1
sediet dlho base,1
nedavajte dymu rezat kolarovo,0
chod dpc degener,1
municnosti chcu poziadat pokusili vyskusat testy jeden vikend Dakujem chybu,0
dobrovolne prihlasi,0
huraaa volni dva tyzdne dennych prirastkov daleko pozitivnych huraaa,0
spravila obraz vidis magorovic,1
praca vzdy precizna,0
odvolat vladu,1
jebte nanhoje kokot,1
pan fico vyjadrenie premiera adresu pani prezitenky netreba informovat hlavnou velitelkou ozbrojenych sil sr odvolanie premiera vyhrazky natlak ludia urcite pomozu,1
najhorsie,0
zial pravdive odpudzujuce skorumpovane media drzia terajsej sprostej vlade drzia huby,1
vymazane pozadie,0
Mnohe roku zastavit,0
gratulujem,0
vyrokovali prvej vlny doteraz euro neposlali hotelom welnessom fitkam pisete nezmysel nezmyslom fb,1
Velmi pacilo pokusy uspesny priklad zvysok sveta,0
drzost bodaj vydala rozkaz armada stiahla,1
psychomaniak trubiroh,1
dve hasterive bosorky sotva pustili slovu,1
kokota nezabudneme nikdy igorko,1
vela rozumu,0
chod dat liecit borisko odkedy corona uzdravovanie pocul,1
pan premier frajerverim hovori chce,0
sranda chleba nebude,0
zase pretvarujete plackate zase vymysleli klamstvo,1
problemy totodementovickasli tonech ludia svaty pokoj diagnoz,1
stoho jebe chlapecku pekne cislo myslel dobra volba istotu volit nikoho neisiel dobre urobil,1
prisiel,0
vracat domov zoberu,0
myslim,0
drzime palce dakujeme,0
rovnaka radost gestapo naslo udavaca,1
picovina,1
clovek nema robit pride rad pojdu svinskym krokom stade hoveda,1
skor velku ciernu dieru chvilu uplne znici,1
chvalte psychopat,1
trebalo zavriet cele slovensko memuselo dost napatiu,0
chuj pravdaze pozitivny dostanu eur pozitivny testdement,1
skombinovat,0
uloha splnena,0
vari voda,1
hanbu celemu svetu pseudopremier placko,1
tolko pozitiva hlaseni dlho necitala dostali listok slobode neznamena negativny test pozitivny druhe kolo,0
prezidentka slovenska,0
Prvy prezident pouzil logiku pomoz,0
skvely talent tvorenie,0
presne treba pochvalit vyzdvihnut fantasticky napad celoplosne testovanie takisto ocenit zrealizovanie testovania rekordne kratkom case vdaka obetavym,0
Chcem povedat,0
dilino,1
hanbim politikov,1
mesiac zeber potomkov manzelku cslu koaliciu stacilo nemozete rodine psychicky davat bavite neustalym utokom rodina deti zivota hovno ostatne deti chodte prec nechceme nikoho parlamentu fica pelleho chcem uradnicku vladu vyzente prec vojakov dajte svaty pokoj chodte prec nehraje hrdinov nejde,1
vyborne pani prezidentka takychto ludi zdravym myslenim,0
saso chvali,1
dement,1
babkoherecka nezaprie,1
hry city vzdy zaberu igor matovic,1
psychopat nemas kusok hanby,1
pal daj pokoj,1
suhlasim slepa nenavist ziadne logicke myslenie,0
Och deti fandia kricime rodicia,0
ministerka r veci zbytocne svojom poste slaba kambodzsky caj zaplavach,1
najlepsie narodeninam chceme,0
kat slovenska zabudni dame odtestovat cipovat,1
matelko prihorety dement,1
zdochol obezitu mlada prezieral ochorel srdce,1
sasko,1
Podelme,0
blazna chcem vidiet rodinkou,0
zase krasne spravanie uplakaneho,1
hitler stalin magori nevyrovnali,1
podporujem celoplosne testovanie mozte prosim odpovedat jedinu otazku netestuje vsade exterierovych podmienkach ludia ist uzavretych priestorov ovela vacsie riziko testovani nakazit odpoved vopred dakujem,0
stale ojbavas,1
kurva novy koronavirus sak pol roka,1
vazena pani prezidentka,0
jeden dava tiche komentare naozaj vedel,0
Dakujeme prvykrat prvom ministerke,0
drzme palce,0
organizacia super,0
zdielajte prosim,0
plne suhlasim,0
pokoj bezpeci doma zajtra urobil vlastny domaci test klikov,0
prispevky velmi obohacujuce,0
adolf,1
Najdolezitejsou vecou takomto samite vyfotografovat,0
Nezabudnite spomenut dakujem dakujem vsetkym starostom starostom starostom obciam obecami obecnymi testmi,0
perfektny prihovor,0
chapem situaciuale ktovie pomoze,0
drzim palce,0
pondelok chcu odvolavat dufam klapne zbavime psychopata,1
cudujete hra sliepky nevidia pretlacaju nepadol hubu,1
jedine logicke riesenie mohli urobit dakujem prva vlada starate,0
konkretne prisli,0
sralo papuluje zmyslov zbaveny,1
riadne prepina,1
argumentacne celej ciare prehrala,0
Nevidim trubku ustupil vyzva opatrny potrebne jamou Drzim palce inak vyjde,0
nechaj koronu doma svadbe trulo,1
vlada zberba plna nymandov,1
strc testy svojej zene doriti,1
normalny robis slovensku jebe,1
ludia zodpovedni,0
jazyk nezdrevenel,1
uplne neschopny komunikovat,1
prichadzam,0
jednoducho platia vyhlaska nebola platna keby neplatilo,0
debil verejne podplaca ludi blb basa,1
dobry anjel stacilo vyparil politiky,1
pripad nezaujima ovela dolezitejsie veci myslel kocnera odsudia sudcovia najlepsie vedeli dokazy treba respektovat rozhodnutie sudu,0
Cista dobrovolna akcia Priatelia Slovenska,0
skap dement,1
maly bonus d,0
keby nebol penis jak,1
nejde svet opicit,1
spravne konecne zacina diat spravodlivost prvorada,0
entity,0
Burka obratila horucu,0
poteseni,0
zvedava krivky vyskocia cirkus skonci virus prejavi par dni ludi,1
skvely zmysel detail,0
da robyt zmenilo,0
daj pokoj,1
uplne zrovnal stol,0
vratia domov nechajte vziat,0
Prosim podelte celonarodny test neterave zvratil krivku,0
odvolavat vladu politicky bojovat hmmmtak platne prasatu sedlo sam velmi dobre viete,1
treba robit takto dalej nejde rozpravat treba konat opozicia normalni pridame,0
mafiani skorumpovany banditi neviem nevidim ludia uvahy zvrhne dolu spinavu vladu najvacsi banditi najvacsie zlo slovenska plnia kapsy peniaze idu,1
evidentne nepochopil chumaj neprekvapuje,1
dnesnej dobe chce zadarmo,0
dali testovat,1
lekari,0
blahozelam vitazketakych mohli porozpravat nemajuale isto viete,0
politike dobre viete covid velky ojeb hrajete uplnych debilov,1
hrozne spinavosti sulik robi,1
hned pomohol keby nemam sluzby praci volno robim nemocnici akurat sluzim,0
gratulujem vitazke,0
drzime paste,0
placko,1
Verim konzultacii Ostredkov,0
nehraj divadlo sociopat,1
spravny dobry clovek,0
kolko dostal cirkus predvazdas debilko kokotko,1
raz poriadne nepozrel oci,0
drzim palev,0
chod riti nechceme,1
fakt psychicky narusena osoba neni divadlo dosledky rozhodnutiludia nerobia tebaani presvedcenia rozdiel slusny empaticky obcania bod natlakom robia ohladuplnostou jeden druhemu premierovi uplne chyba,1
smiechu,0
Inak stav rokov FB panpremier,0
Neviem siri rasovo testoch niektori neovplyvnuju tlacia oklamali presvedcili,0
ludskost,0
buzerant,1
korona vraj nezuri pozitivni vylecili neojebavaj,1
nato hlavu studovanie drzim palce nedaj te,0
velmi dokladny svojej praci,0
vtedy neradno verit,1
trepete,1
magor roka,1
hnus,1
hanba,1
hej bludar veci schvalit prezidentka,1
hyena,1
prispevku napadla jedna minulych skusenosti,0
drzim palce uzasni klobuk dole vamiraz hadampochopia menej chapavi,1
dakujem,0
dvojmetrovy rozostup vladu neplati,1
vyzera mafian,1
Pozeram politicku show smeje navzajom smejem moji priatelia podnikatelia obycajni ludia zlyhani zlyhaju zmiznu,0
spat woow niekto,0
chceme,0
oci,0
pan matovic usvedceny danovy podvodnik nesedite,1
teraz ukaz demokrat diktator prezidentku oznacime bludarku,1
cumim hlava tenko panko hovori chce,0
dajte liecit p matovic,1
Anglictina nemoze skusit francuzstinu,0
and last time in the,1
predavaju fb potvrdenia negativny e nemusia dat infikovanimi tycinkami cipovat nosa e lekar vystavy doklalad negativny,1
kokot stat jebnuty nedostanes nemozes roboty nemozes niest dete skoly nedostanes nemocenske atd kokot,1
mudre slova treba riesit situaciu,0
Vela stastia,0
gratulujem slovak narod podany posraty,1
