text,label
lete sedí dobre ľudia zimných minútach zmraziaNa testovanie,0
test nepojdem keby,0
Myslíš dobrovoľníci,0
igor matovic dať patentovať,0
Nemôžem opýtať,0
rozkosny rasizmus zredukovat ludi mrk,1
trvalé bydlisko inde reálne bývam robiť nechať podnájom zatovrit ísť,0
Smejeme,0
obyčajná vydieracká špina,1
dosť kokotín,1
pán premiér povraz dobrovoľne neuvážene hodili okolo krku sám,1
Neviem dobrovoľne prečítal,1
prosim vylieceni mesiace imunni,1
dekády vlad zdravotníctvo doslova srali,1
hoax jedno zatvorené kradol dosť veľa blázon pometeny dúfam čoskoro skončíš vláde dobré nespravil ľudí prikazuješ debil,1
vidierači obyčajní kkt,1
slúžiš svetovej elite plníš príkazy postavička špagátikoch nebudú potrestaní,1
Páni prezident hrdý,0
totálne jee sprostu hlavu,1
primarka vyhlasiť,0
držím palce,0
príspevky vždy poučné,0
,0
nemal nikdy odstúpiť,0
meste prva rada testovaniešóra banany socikuďakujeme,0
nekúpiš smrad jeden nevychovaný,1
takom projekte vidno koľko slovnsku problémových ľudípráca ľuďmi najťažšia,0
dobrovoľne silu pôjdeš testovať prídeš prácu obyčajný arogantný človek chrbtovej kosti,1
neviem,0
očakávali pán Premier,0
plne súhlasím,0
znicil zivobitieaj detom zitsyn rodinu zivi rodinuja chora pracujema dcera dostala vypoved gastrosi kompletny premyslas stvarasto ist byvat most copol rok nemame vyplaty niczblaznil samas miliony spamataj blazon nemame zit prepusta krchuju prevadzky blazon idenech slak trafi dobre necakatoto robis strasny hnus spamataj,1
presne vedel stanedavat neschopnemu nadovi planovat obrovsku operaciu clovek totalny amater dokaz ohrozili miliony danovych peniazi,1
prezident kápo,0
Beautiful vysvetlil opísal veci dokonalé predtým vysvetlil,0
pán fico sledoval dali riadnu nakladačku minule debilovi hegerovi remiška tupá,1
dobre,0
super ďakujeme dobrovolnopovinne testovanie úžasný pan premiér zbavili svojprávnosti slobodnom state demokracia,0
veľmi inšpiratívny,0
pozri spravy,0
schizofrenik,1
prefackať,1
Prajem veľa sily zdravia Prichádzame,0
hrdina,0
chcem,0
zruste,1
status dnesneho dna,0
urazky,1
pecka,0
predal slovensko magor,1
čakáme znova Akonáhle premier nabudúce premiér,0
minut trvalo,0
pravý,0
Radosť spolupracovať takým talentom,0
dnesnej dobe pozera joj markyzu atd radia nulvar kupuje noviny veri hlupacik numero,1
borisovi jedno pošli nemocnice,0
debil pil,1
nedá hovoriť dobro krajiny vlastizradu špina hnusná dala firme trnave,1
jamkovy falosny kkt pffff rozmyslal plosnymi testami druhy marcovy tyzden par desiatok nakazenych ludiaaa vodopady sraciek stekaju ust vlastneho zadku,1
koľko bordel robíš sk dostal potkan,1
západ vždy stále vždy lacní otroci,1
jedine čvargou vidno budovanie kanálov letnom pohľadom javí akcia celoplošné testovanie zrovna medicínska akcia objednávka testov maléj trnavskéj fyrmičky neplatič soc odvodov vyrovnala dlh tesne podpisom zmluvy uzavretej dohodou,1
vydierač,1
smiech,1
poradíme lepšie pakujte čas,1
novy sef hajzel keket neodychnem,1
opačnom prípade vládnuť duševne chorý diktátor,1
ospravedlňujem komentujúcich,0
Dokonca išiel pekne,0
deň samozrejme zaslúži štátnych sviatkov,0
krásne snáď povzbudzujúce vládu,0
bracho drbnuti,1
sama mafia našom malom slovensku,1
vieme týždeň,0
peknom útoku Vyjadril solidaritu Preklad urobil Google Facebook nesprávne,0
neschopneho premiera,1
ideal,0
zalez,1
krásne gestokonečne x mesiacoch vidím,0
zistili špinavec zapredany nejde zdravie kšeft veriť zdravotníci,1
hovorim vestec,0
se nezabudni dac otestovac one time next time,1
sociálna orientácia strany smer sd,0
debilne média zasobovane lipsicom šaleju odsúdili určia nakoniec pôjdu,1
čistá hlúpa krava,1
ukazkove zvladnutie situacie,0
dobrovoľne silu pôjdeš testovať prídeš prácu obyčajný arogantný človek chrbtovej kosti,1
poriadne dopletenýzmeniť liekyčim skôr,1
Ďakujem veľmi pekne predsedu vlády,0
jebe podvodník,1
presne hovoril idem hľadať nete,0
skontrolovať celú krajinu dosť preskúmali jednu osobu,0
obyčajné sprosté detinské výhovorky,1
bastard dosiahol chcel velmi netes,1
Prezident dal šach,0
najprv označí vedcov mudrlantov ľuďom vyhráža,1
veľmi talentovaný,0
plochý test najlepším riešením Najlepším účinkom dôsledku najmenšieho poškodenia poškodiť nedostatkom členstva testovaní,0
naahodička,0
chlapče ozaj jebe ozaj vážne ostaň doma neukazuj dement,1
jasne kvôli peniazom jedného pozitívneho e boh vie beriete peniaze pici berte tote špinavé peniaze neodpracovali jak ľudia rukami dajte pokoj žiť ľudia niesu určite hlúpy verí šíreniu doktori vijadruju múdrejšie samozrejme najmúdrejší fujj veľká hamba,1
bože okrem dement,1
nápady vždy brilantné,0
zmrd nedonosenýťahaj materi piče,1
fakt nebuď sračka správaj chlap prevezmi zodpovednost,1
stále ľudia srdce pravom mieste veľmi potešilo,0
Koľko dostanem,0
prvom rade píšu predstaviteľoch vlády parlamentu správajú riešia opozičných poslancov predsa členovia vlády,0
chuja treba hladať mikroskopom,1
super dakujem super palec hore,0
idem skontrolovať teraz,0
darmozracov treba prepustit ludia iq neschopnych staci uplne,1
vymazali hanbia,1
pani doktorka premysla sluzi testovani praca neonatologii vypisovani receptov,1
sakramensky tenky lad vladu snami pan boch nevie nikoho zaujimat nebude pokapeme potkany skurvený psychopat,1
ubohe,1
haha,0
držím palce nedajte,0
keby romovia matovič hnije nekde bažinach,1
verím najmenšiu účasť celoplošnej organizovanej nákaze vytyrali statočne veci riešia,1
bravo bravo bravo bravo bravo bravo bravo bravo bravo bravo bravo bravo bravo bravo bravo bravo bravo bravo bravo bravo bravo bravo bravo bravo,0
saskovanie,1
pravdu,0
strašne hlúpi,1
ľudia chceme slobodní chceme normálne nadýchnuť dýchať vlastný kyslík pojebane rúško,1
testy chorá hlava debilna,1
superr prebieha jednickovo,0
Zbiera nohy ľúto úrovni známe všetkým známy všetkým,0
zvedavý dnešné čísla,0
matovicova bábika,1
percentíčka vazne jedine povedali boj zivot kvoli korone kvoli ludia chvilu nebudu platenie uctov nebudu zrat,1
nakakal donej riadne,1
matovyc debyl uplni debyl,1
nelamentuj šašo,1
držím palce ďalej,0
kvôli pitnej vode,0
končím pomaly zle dopadnete,1
najlepšie narodeninám klarka,0
úžasná bunka vôbec,0
testovanie vykašľali rakúsky medici vzácni,0
sup sup rady pekne,0
chudák,1
pevne dúfam,0
nechodte testovat sparatko zabije zabija slabych coronakeby platilo necudujem zadarmo nechcete chranit slabych,1
pako pojdeš slučka utahuje leopoldou čaka,1
spolu dokážeme,0
krásne gesto,0
Pekné chýbajú komentáre nájdem pridružený odkaz Informácie správe,0
normalne odmietam fackovaci panak pokusny kralik kedy konecne volby,1
proste šéf,0
platiť zdravotnú prašivý kokot,1
sulik slizsky had jazyku med,1
sorry napisem pochopil posral vašou komunikáciou zapricinil,1
dobrý hoax,1
všetkych nadrbať dva dni hromadu hodne chuja nemam slov posledny status tvoju osobu krat blokol stale ksicht svieti bloknuť nejde odpad,1
hrdí,0
nerobíte trebárs odvolanie vlády vedie riti celú republiku,1
odstúpte nechceme zničili rodiny zničili životy nezvládate,1
zmrd stále najväčší zmrd,1
mudro povedane,0
minút trvalo,0
veľká účasťsamozrejmeveď pondelok nepustia nikdetak jasnéhanba,1
držíme palce určite podarí,0
nižšie naznačené,0
myslel väčší chuj nebudešale pokazil tosikaždým dňom,1
zvyšné choroby jebat neexistujú,1
Lekárski pracovníci Ďakujem pekne zostanete doma,0
inšpiráciou všetkých,0
imrich mimozemšťan pozri,1
de chorých covid,0
nakazil debil nepraj,1
názory úplne irelevantné,1
dobrovoľne ísť dať nakaziť nejebe,1
aktivny blbec najhorsi pripad spolocnost maly team stat,1
pokusná krajina ľudia reagovať koľko dostal,1
frajer,0
úžasný cely komlet,0
plusku nikdy nečítala najväčší odpad mediálnom trhu slovensku ohľadu,1
končím pomaly zle dopadnete,1
venujte naplno rodine slovensko odpustí konečne vydýchne d,0
proste nedáš pokoj svojhlavý sraľo,1
chod preč nevracej spekulant,1
toľko času fb prispievať vyhľadávať lichotiace vyhovujúce články,0
presne,0
trest neminie p magor,1
opravit ide dobre,0
smeráci hlasisti hrajte,0
sprostosti dezinformácie fašistického blázna nedajú čítať dement,1
iq,1
keby svetový problém,0
celonárodnom vydieraní pán premiér vytiahol úplatky tečie topánok,1
Príklad riadenia situácie,0
GB snažia navzájom doma produkt prijíma SMS Postavil hosťa,0
Mačky klebety Preložil nesprávny prekladateľ FB Názov mesta Nice prekladá pekné znamená pekné,0
krásne,0
nagrc mohol kludne ist volit rovno psko proamerickych liberalnych sracov,1
Muž popisuje týždeň testovaním zdravotnícky profesionál nikto nebude počuť,0
case krizy statnych zamestnancov vzdy spolahnut,0
Klárke želám dobré deň dňa veľa zdravia,0
šašo zarobené zavres všetkých doma chvíľku netrep dobrovoľne silu los dementos,1
dolezite isiel,0
šašo čakam chlap obyčajny zmrd boh spravodlivý sudca spravodlivo súdení zhorite pekle,1
pan povedal hlúposťou treba bojovať nedá vyhrať držím palce stále vecne stručne veci treba nájsť spôsob pajaca zrušiť,0
zrazu zabudlo,0
robí srandu,0
Vyskúšajte Basosi dali reklamu,0
vždy hľadajú vymýšľajú tzv novinári neochvejní,0
opäť verejne klamete,1
chcela velku tekvicu nemam,0
ľudia,1
pán minister listoval,0
chudák,1
silatak dala kúpiť kabelku povie nehanbíteže huba nebolela chvíli,1
museli prist totálneho donútenia strachu vyhadzovu práce čaptavá sere hubyvraj nikdy nebude suhlasit,1
zvieraciu kazajku,1
remišová žiadny politik hnida,1
konecne niekto povedal nahlas podnikatelia pravo hromadne zazalovat stat usly zisk state studoval naozaj pravo robert fico vratte diplomy fakt doteraz nevsimlipan fico otvarajte narodu oci,1
zacalo,0
Múdry,0
skvelý zmysel humor,0
zena prihlásila odrbali klamári furt plačú ľudí vlastné nechcú idioti,1
neviem debili volili novodobeho hitleraja,1
teraz šancu očistiť podozrení spolupráce mafiou,0
super pozdravujem oravy časovej tiesni akcia organizovaná zmáknuté ide dedinke hladko,0
drbala niekto znesie sveta operacie,1
kokot ksef zariadil slobode ludia rozbiju hubu,1
kedy zaklope naka mega kšeft testami,1
čoskoro doživotnú karanténu,1
práca boji koronou spočíva akurát tyranyzovaní národa nátlaky,1
veľmi inšpiratívny človek,0
fico zalezie kanála,1
todová nehanbí chodiť svete,1
ľudia neviem nemáte robiť doma bavte ďalej hádajte,0
super,0
príspevky veľmi hodnotné,0
napriek vsetkym neprajnikom stale existuje ludskost solidarita jedina cesta,0
ideme,0
pozitívny ísť raz inokedy,0
nakoniec súhlasil,0
zdravím košice kedy programe testovania ísť testovať,0
obyčajná vydieracká špina,1
nadhera,0
pocit tajtrlik vymyslí čaká hajzlik západu poškriabka ušami psíka hnus hovädo zvolili raz fuuuuuuj,1
prosim vylieceni mesiace imunni,1
urobili dieru sveta plagiatorskou psycho vladou,1
Ľudia pána modlia pomohla uveriť združenie modlí pomôže zdraviu najdôležitejšie všetkoLudi,0
najdôležitejšie odfotiť,0
snažíš vziať,0
vraj zmizne očí zmizne mysle,0
verim lekarizdravotnici dostanu rozum zacnu konat hrdi travte cas kruhu rodiny niekde tisickami neznamych,0
presne pravdivo napisane,0
dement jak povedal lidrom bruseli čelo plošné testovánie fajn go one time dement,1
super pan matovic bohuzial vyhoviet neda,0
odhad včera nepovedal múdrosráč,1
veľmy vistižne napisane,0
veľkých množstvách všetkých fonsosters synonymom pána Premier nesedajte hľadisku dojmami,0
skončil,1
volím zbraň stymto poondenim sro čaputova nedokážeš žijú vňom,1
igor chvilku pojdes karanteny,1
zvedava palicke nosa nenakazim doteraz ok krk vykrutim osobne,1
islo celkom rychlo rodina radi zasebov,0
vraj prezidentka truubi konečná,1
Pán pravdu,0
kvoli nechcem vratit slovensko,1
ide prdele materinej starej pce,1
veríme výborne povedané,0
nechapem fakt ovce napísat ozaj nemate jednu zdravu mozgovu bunku,1
našom remixe deň ide najobľúbenejšiu pieseň syna dokonca preťažené zadky Fiha,0
remisova blbá vrece chrustov,1
UPLNE PAKO POZRI VIDIS HNED,1
nezabudni nadávať ľudom hlupák ľudia zodpovední narozdiel,1
náhodou dobré výsledky,0
skutočne výnimočný,0
pozdrav pána kmeťa citujem hráte,1
vôbec nemusím,1
hlupak zavesil argument,1
nho budi volby dufamludia zrataju otvoria kauzy zacne osto zatvarat teraz vašom nastupea skoncite politickom smetisku uvidime dalej vidi nosa,1
vieme super povedane suhlasim uplne,0
fiha,0
vzadu,0
teraz ukazalo pan fico hlasovaní čvarga racej zdržali hlasovania boja kšefty teple hniezdecka dufajme sato dorieši vyženu haved otial aneh da vtrnau otestovt,1
mafiáni vybavujú účty všetcistejednabanda,1
igor matovicty prvom rade zobudit chlapce,1
gratulujem tvládli hrda veľmi dakujem,0
pýtam savás sebec,1
nezabudni magorovič prvý hlava fašisticá dôjde kováčik cele riť natrhavat deň,1
dôverihodná osoba,0
dobre jebe,1
pravda taraniny,1
pan fico debili nerozumeju vravíte,1
treba zastáviť chorú vládu,1
nemate pravnikov pice banda neschopna,1
banda hlupákov,1
myslíš prvom rade vždy sebasvoj prospech zviditeľnenie manipuluješ informáciami,1
politik urovni,0
Pripravujete zdravotnícki profesionáli Euricka čakajú,0
neni grcanie samého,1
nariadil organizovali ostatný nedobrovoľné testovanie niekomu patrí vďaka niesi pán premiérvďaka patri všetkym ústretový hlavne deťom patrí vďaka zdravotníkovy zložkám prítomným vedia prihovorit upokojiť pán premiér nedokázal vynervačit ludi skončil,1
Ďakujeme,0
dement dáš lock down daj liečiť psychopat zakomplexovaný zdravý človek,1
šokovaný,0
igi jebeme,1
veľmi inovatívny,0
výborný zmysel estetiku,0
zvyšné choroby jebat neexistujú,1
ľúto,0
pani prezidentka prejavila ochotu zvážiť nutnosť celoplošného testovania okrem,0
úplne neschopný nekompetentný,1
nikto nezozerie,1
hlupak naplaka niekto skritizuje somarinu spravil,1
super veľa zdravia držte,0
chýbate zadu,0
hanobenie slovenskeho naroda nazval čvargou bielou spodinou,1
skutočne talentovaný človek,0
hasicom zozerie matovic krasny vylet postujte dalej bolodobre,1
píšeš status anglicky nevieš anglicky slovo,1
česi idú kupovať mil antigénových testov,0
Predseda vlády potešený bohatými narodeninami Božej milosti,0
koľko dali peňazí hmmm,0
hlavne treba ísť príkladom nedávali ľuďom zámienku spochybňovanie prijatých opatrení obráti proti nemôže člen vlády správať svadbe spôsobom dovolené bohovi dovolené volovi ovšem chcem ľudia brali vážne,1
nebuďte smiešny nerobte hlupákov dosť debilných rečí pojebanej papule luhár,1
dáme dobre,0
neschopný darmožráči zabiť,1
Pán premiér úžasný,0
nabehaju jak kokoti isli pomoct sasovi trnavy presne pan premier vyhrazanim fakt chodte riti,1
zmizik d,0
viem idem rýchlo kurz,0
Čakáme,0
podobným svedkom mladý policajný dôstojník pomohol žene barlami,0
vládou nepohnete,0
skvelé dokonca počasie želá,0
nepriaznivé zamlčať,0
veľmi pekné Cifra ísť milujem Mac musel hodín mohli urobiť živote,0
matko fakt mentol národ,1
cudujem studovanym ludom titulmi doktoratmi,0
začni hlavne správať premiér komunikovať štátnik,1
nejakí ľudia,0
vari voda,1
proste notoricky klamar manipulator,1
Ďakujeme predsedu vlády Ráno trávime hodiny,0
ďakujem vykašľal slovenských voličov volili,0
vyznas odborník lekár boháča zavru niekde psychiatrii zbytočne minas kyslík,1
kurva matovic nevyjadruj daj pokoj ludom,1
buran,1
pracujúci ľudia obavy,0
Skvelý potlesk,0
otestujem dobrovoľne uvidíme výsledky,0
odhad včera nepovedal múdrosráč,1
pripájam,0
začínajú istí,0
koľkú hodinu ráno dať budík,0
neni zastanca smeru,0
raz sľúbil,0
nepokazil dosť spravte hovorte sasovi,1
matovič láska žije vela vela roky dakujeme pan prezident zachrana lubime,0
krása,0
viete pokračovať hráte celoplošné testovanie vnímam skúšku koľký brániť vedeli pritvrdiť dat zaočkovať,1
ustipacny jesitny kokot ospravedlni hned neguje vymyslenymi bludmi,1
jasne charakterizoval banda neschpákov,1
ďakujeme,0
hovnom spláchni,1
dokončený,0
nezastaviaprotizákonnosť protiústavnosť vec nanajvýš aktuálna,0
myslel väčší chuj nebudešale pokazil tosikaždým dňom,1
provokater,1
ostrazity kkt,1
ojebat zdravotníkov,1
stretneme testovacom stredisku odstupom d,0
pekný,0
,0
odvolať vladu,1
príspevky úplne zbytočné,1
vpozadi vymazané,0
chvála pánu bohu veľmi fandila ďalej fandím,0
fakt úroveň raz niekto hovorí premiér robí hanbu slovensku ukážka retardovanej časti národa,1
krásne meniny,0
vyrocie ix onedlho hadam narod spoji neskoncime vdaka igorovy hnoji gogo,1
super manžel hodinky synom hneď nakoľko rizikovy pacient pán policajt vzal hneď predu ďakujeme robime všetkých zdravie jedno,0
pravda cirkusant,1
sedieť dlho base,1
nedávajte dymu rezať kolárovo,0
chod dpc degener,1
municnosti chcú požiadať pokúsili vyskúšať testy jeden víkend Ďakujem chybu,0
dobrovoľne prihlási,0
hurááá voľní dva týždne denných prírastkov ďaleko pozitívnych hurááá,0
spravila obraz vidis magorovic,1
práca vždy precízna,0
odvolať vladu,1
jebte nanhoje kokot,1
pan fico vyjadrenie premiera adresu pani prezitenky netreba informovat hlavnou velitelkou ozbrojenych sil sr odvolanie premiera vyhražky natlak ludia určite pomožu,1
najhorsie,0
zial pravdive odpudzujuce skorumpovane media drzia terajsej sprostej vlade drzia huby,1
vymazane pozadie,0
Mnohé roku zastaviť,0
gratulujem,0
vyrokovali prvej vlny doteraz euro neposlali hotelom welnessom fitkam píšete nezmysel nezmyslom fb,1
Veľmi páčilo pokusy úspešný príklad zvyšok sveta,0
drzosť bodaj vydala rozkaz armáda stiahla,1
psychomaniak trubiroh,1
dve hašterive bosorky sotva pustili slovu,1
kokota nezabudneme nikdy igorko,1
veľa rozumu,0
chod dať liečiť borisko odkedy corona uzdravovanie počul,1
pan premier frajerverim hovori chce,0
sranda chleba nebude,0
zase pretvarujete plackate zase vymysleli klamstvo,1
problémy totodementovičkašli tonech ľudia svätý pokoj diagnóz,1
stoho jebe chlapečku pekne číslo myslel dobra volba istotu volit nikoho neisiel dobre urobil,1
prišiel,0
vracať domov zoberú,0
myslím,0
drzime palce dakujeme,0
rovnaka radost gestapo naslo udavaca,1
pičovina,1
človek nemá robit príde rád pojdu svinskym krokom stade hoveda,1
skôr veľkú čiernu dieru chvíľu úplne zničí,1
chváľte psychopat,1
trebalo zavrieť celé slovensko memuselo dosť napätiu,0
chuj pravdaže pozitívny dostanú eur pozitívny testdement,1
skombinovať,0
úloha splnená,0
vari voda,1
hanbu celemu svetu pseudopremiér plačko,1
toľko pozitíva hlásení dlho nečítala dostali lístok slobode neznamená negatívny test pozitívny druhé kolo,0
prezidentka slovenska,0
Prvý prezident použil logiku pomôž,0
skvelý talent tvorenie,0
presne treba pochvalit vyzdvihnut fantasticky napad celoplosne testovanie takisto ocenit zrealizovanie testovania rekordne kratkom case vdaka obetavym,0
Chcem povedať,0
dilino,1
hanbim politikov,1
mesiac zeber potomkov manželku cslu koalíciu stačilo nemôžete rodine psychicky dávať bavite neustálym útokom rodina deti života hovno ostatné deti choďte preč nechceme nikoho parlamentu fica pelleho chcem úradnícku vládu vyzente preč vojakov dajte svätý pokoj choďte preč nehraje hrdinov nejde,1
výborne pani prezidentka takýchto ľudí zdravým myslením,0
šašo chváli,1
dement,1
bábkoherečka nezaprie,1
hry city vzdy zaberu igor matovic,1
psychopat nemáš kusok hanby,1
pál daj pokoj,1
súhlasím slepá nenávisť žiadne logické myslenie,0
Och deti fandia kričíme rodičia,0
ministerka r veci zbytočné svojom poste slabá kambodžský čaj záplavách,1
najlepšie narodeninám chceme,0
kat slovenska zabudni dame odtestovat cipovat,1
matelko prihoretý dement,1
zdochol obezitu mlada prežieral ochorel srdce,1
šaško,1
Podeľme,0
blazna chcem vidiet rodinkou,0
zase krasne spravanie uplakaneho,1
hitler stalin magori nevyrovnali,1
podporujem celoplosne testovanie mozte prosim odpovedat jedinu otazku netestuje vsade exterierovych podmienkach ludia ist uzavretych priestorov ovela vacsie riziko testovani nakazit odpoved vopred dakujem,0
stále ojbávaš,1
kurva novy koronavirus sak pol roka,1
vážená pani prezidentka,0
jeden dáva tiché komentáre naozaj vedel,0
Ďakujeme prvýkrát prvom ministerke,0
držme palce,0
organizácia super,0
zdieľajte prosím,0
plne súhlasím,0
pokoj bezpečí doma zajtra urobil vlastný domáci test klikov,0
príspevky veľmi obohacujúce,0
adolf,1
Najdôležitejšou vecou takomto samite vyfotografovať,0
Nezabudnite spomenúť ďakujem ďakujem všetkým starostom starostom starostom obciam obecami obecnými testmi,0
perfektný príhovor,0
chápem situaciuale ktovie pomoze,0
drzim palce,0
pondelok chcú odvolávať dúfam klapne zbavíme psychopata,1
čudujete hrá sliepky nevidia pretlačaju nepadol hubu,1
jedine logické riešenie mohli urobiť ďakujem prvá vláda staráte,0
konkrétne prišli,0
sraľo papuľuje zmyslov zbavený,1
riadne prepína,1
argumentačne celej čiare prehrala,0
Nevidím trúbku ustúpil výzva opatrný potrebné jamou Držím palce inak vyjde,0
nechaj koronu doma svadbe trulo,1
vláda zberba plná nýmandov,1
strc testy svojej žene doriti,1
normálny robíš slovensku jebe,1
ľudia zodpovední,0
jazyk nezdrevenel,1
úplne neschopný komunikovať,1
prichádzam,0
jednoducho platia vyhláška nebola plátna keby neplatilo,0
debil verejne podpláca ľudí blb basa,1
dobry anjel stacilo vyparil politiky,1
pripad nezaujima ovela dolezitejsie veci myslel kocnera odsudia sudcovia najlepsie vedeli dokazy treba respektovat rozhodnutie sudu,0
Čistá dobrovoľná akcia Priatelia Slovenska,0
skap dement,1
malý bonus d,0
keby nebol penis jak,1
nejde svet opicit,1
správne konečne začína diať spravodlivosť prvoradá,0
entity,0
Burka obrátila horúcu,0
potešení,0
zvedava krivky vyskocia cirkus skonci virus prejavi par dni ludi,1
skvelý zmysel detail,0
da robyt zmenilo,0
daj pokoj,1
úplne zrovnal stôl,0
vrátia domov nechajte vziať,0
Prosím podeľte celonárodný test neterave zvrátil krivku,0
odvolavat vladu politicky bojovat hmmmtak platne prasatu sedlo sam velmi dobre viete,1
treba robit takto dalej nejde rozpravat treba konat opozicia normalni pridame,0
mafiáni skorumpovaný banditi neviem nevidím ľudia úvahy zvrhne dolu špinavú vládu najväčší banditi najväčšie zlo slovenska plnia kapsy peniaze idú,1
evidentne nepochopil chumaj neprekvapuje,1
dnešnej dobe chce zadarmo,0
dali testovať,1
lekári,0
blahoželám víťazketakých mohli porozprávať nemajúale isto viete,0
politike dobre viete covid velky ojeb hrajete uplnych debilov,1
hrozne spinavosti sulik robi,1
hneď pomohol keby nemám služby práci voľno robim nemocnici akurát sluzim,0
gratulujem víťazke,0
držíme päste,0
plačko,1
Verím konzultácii Ostredkov,0
nehraj divadlo sociopat,1
správny dobrý clovek,0
kolko dostal cirkus predvazdas debilko kokotko,1
raz poriadne nepozrel oči,0
drzim palev,0
chod riti nechceme,1
fakt psychicky narusena osoba neni divadlo dosledky rozhodnutiludia nerobia tebaani presvedcenia rozdiel slusny empaticky obcania bod natlakom robia ohladuplnostou jeden druhemu premiérovi uplne chyba,1
smiechu,0
Inak stav rokov FB pánpremiér,0
Neviem šíri rasovo testoch niektorí neovplyvňujú tlačia oklamali presvedčili,0
ľudskosť,0
buzerant,1
koróna vraj nezúri pozitívni vylečili neojebávaj,1
nato hlavu študovanie držím palce nedaj te,0
veľmi dôkladný svojej práci,0
vtedy neradno verit,1
trepete,1
magor roka,1
hnus,1
hanba,1
hej bludar veci schváliť prezidentka,1
hyena,1
príspevku napadla jedna minulých skúseností,0
drzim palce uzasni klobuk dole vamiraz hadampochopia menej chapavi,1
ďakujem,0
dvojmetrový rozostup vládu neplatí,1
vyzerá mafián,1
